DATE;VALUE;TYPE;DIR
01.05.14;353.81;CL2;TR
01.06.14;301.09;CL2;TR
01.07.14;371.34;CL2;TR
01.08.14;471.12;CL2;TR
01.09.14;383.39;CL2;TR
01.10.14;406.27;CL2;TR
01.11.14;396.31;CL2;TR
01.12.14;458.59;CL2;TR
01.01.15;388.53;CL2;TR
01.02.15;363.59;CL2;TR
01.03.15;478.8;CL2;TR
01.04.15;428.98;CL2;TR
01.05.15;439.6;CL2;TR
01.06.15;424.91;CL2;TR
01.07.15;432.03;CL2;TR
01.08.15;460.37;CL2;TR
01.09.15;423.56;CL2;TR
01.10.15;439.32;CL2;TR
01.11.15;332.38;CL2;TR
01.12.15;373.4;CL2;TR
01.01.16;248.61;CL2;TR
01.02.16;243.6;CL2;TR
01.03.16;210.72;CL2;TR
01.04.16;260.73;CL2;TR
01.05.16;272.59;CL2;TR
01.06.16;244.27;CL2;TR
01.07.16;383.88;CL2;TR
01.08.16;357.29;CL2;TR
01.09.16;333.1;CL2;TR
01.10.16;360.37;CL2;TR
01.11.16;423.02;CL2;TR
01.12.16;551.71;CL2;TR
01.01.17;516.44;CL2;TR
01.02.17;411.44;CL2;TR
01.03.17;526.17;CL2;TR
01.04.17;526.62;CL2;TR
01.05.17;412.3;CL2;TR
01.06.17;409.74;CL2;TR
01.07.17;532.71;CL2;TR
01.08.17;432.55;CL2;TR
01.01.14;23.23;FRT;TR
01.02.14;32.1;FRT;TR
01.03.14;44.72;FRT;TR
01.04.14;19.6;FRT;TR
01.05.14;15.32;FRT;TR
01.06.14;15.35;FRT;TR
01.07.14;21.35;FRT;TR
01.08.14;28.08;FRT;TR
01.09.14;18.25;FRT;TR
01.10.14;20.52;FRT;TR
01.11.14;10.38;FRT;TR
01.12.14;35.73;FRT;TR
01.01.15;18.08;FRT;TR
01.02.15;32.58;FRT;TR
01.03.15;25.92;FRT;TR
01.04.15;13.07;FRT;TR
01.05.15;8.44;FRT;TR
01.06.15;14.15;FRT;TR
01.07.15;18.01;FRT;TR
01.08.15;14.15;FRT;TR
01.09.15;9.08;FRT;TR
01.10.15;16.09;FRT;TR
01.11.15;5.61;FRT;TR
01.12.15;17.17;FRT;TR
01.01.16;28.05;FRT;TR
01.02.16;35.23;FRT;TR
01.03.16;17.87;FRT;TR
01.04.16;17.61;FRT;TR
01.05.16;14.77;FRT;TR
01.06.16;8.43;FRT;TR
01.07.16;16.58;FRT;TR
01.08.16;13.52;FRT;TR
01.09.16;16.12;FRT;TR
01.10.16;23.27;FRT;TR
01.11.16;20.3;FRT;TR
01.12.16;30.05;FRT;TR
01.01.17;22.69;FRT;TR
01.02.17;29.11;FRT;TR
01.03.17;48.25;FRT;TR
01.04.17;40.52;FRT;TR
01.05.17;23.8;FRT;TR
01.06.17;23.59;FRT;TR
01.07.17;15.52;FRT;TR
01.08.17;24.96;FRT;TR
01.01.14;246.54;BRD;TR
01.02.14;163.68;BRD;TR
01.03.14;190.12;BRD;TR
01.04.14;158.45;BRD;TR
01.05.14;113.87;BRD;TR
01.06.14;51.35;BRD;TR
01.07.14;23.09;BRD;TR
01.08.14;12.91;BRD;TR
01.09.14;53.84;BRD;TR
01.10.14;83.85;BRD;TR
01.11.14;85.49;BRD;TR
01.12.14;69.46;BRD;TR
01.01.15;54.48;BRD;TR
01.02.15;52.72;BRD;TR
01.03.15;39.54;BRD;TR
01.04.15;37.01;BRD;TR
01.05.15;51.1;BRD;TR
01.06.15;51.34;BRD;TR
01.07.15;31.85;BRD;TR
01.08.15;17.78;BRD;TR
01.09.15;22.75;BRD;TR
01.10.15;40.34;BRD;TR
01.11.15;75.53;BRD;TR
01.12.15;105.32;BRD;TR
01.01.16;58.54;BRD;TR
01.02.16;43.8;BRD;TR
01.03.16;51.92;BRD;TR
01.04.16;39.98;BRD;TR
01.05.16;45.89;BRD;TR
01.06.16;61.9;BRD;TR
01.07.16;38.87;BRD;TR
01.08.16;20.09;BRD;TR
01.09.16;19.28;BRD;TR
01.10.16;52.43;BRD;TR
01.11.16;72.72;BRD;TR
01.12.16;90.62;BRD;TR
01.01.17;73.58;BRD;TR
01.02.17;44.72;BRD;TR
01.03.17;72.97;BRD;TR
01.04.17;57.81;BRD;TR
01.05.17;55.59;BRD;TR
01.06.17;54.65;BRD;TR
01.07.17;67.2;BRD;TR
01.08.17;49.72;BRD;TR
01.01.14;72.1;MTL;TR
01.02.14;57.69;MTL;TR
01.03.14;72.7;MTL;TR
01.04.14;98.09;MTL;TR
01.05.14;89.37;MTL;TR
01.06.14;105.21;MTL;TR
01.07.14;105.76;MTL;TR
01.08.14;87.2;MTL;TR
01.09.14;59.79;MTL;TR
01.10.14;92.01;MTL;TR
01.11.14;101.2;MTL;TR
01.12.14;115.58;MTL;TR
01.01.15;79.79;MTL;TR
01.02.15;69.07;MTL;TR
01.03.15;89.73;MTL;TR
01.04.15;89.9;MTL;TR
01.05.15;95.53;MTL;TR
01.06.15;83.93;MTL;TR
01.07.15;78.23;MTL;TR
01.08.15;65.09;MTL;TR
01.09.15;73.95;MTL;TR
01.10.15;84.31;MTL;TR
01.11.15;97.68;MTL;TR
01.12.15;96.03;MTL;TR
01.01.16;123.58;MTL;TR
01.02.16;98.08;MTL;TR
01.03.16;127.76;MTL;TR
01.04.16;136.13;MTL;TR
01.05.16;111.55;MTL;TR
01.06.16;81.11;MTL;TR
01.07.16;82.91;MTL;TR
01.08.16;113.01;MTL;TR
01.09.16;79.06;MTL;TR
01.10.16;76.45;MTL;TR
01.11.16;165.92;MTL;TR
01.12.16;140.39;MTL;TR
01.01.17;154.18;MTL;TR
01.02.17;93.41;MTL;TR
01.03.17;120.73;MTL;TR
01.04.17;99.5;MTL;TR
01.05.17;115.29;MTL;TR
01.06.17;99.71;MTL;TR
01.07.17;115.14;MTL;TR
01.08.17;103.48;MTL;TR
